"Boundary
Code",Road Code,Road Name,Selection
BC072,R00535LZ,Baler-Airport Rd,1
BC072,R00536LZ,Baler-Casiguran Rd (Baler-Dinadiawan),1
BC072,R00538LZ,A Castañeda--Ma Aurora-Sn Luis Rd,1
BC111,R00540LZ,MSR Old Route,1
BC112,R00540LZ,MSR Old Route,1
BC112,R00541LZ,Sn Pablo Bdry-Dolores-Pinagdanglayan Rd,1
BC112,R00542LZ,Quezon-Batangas Rd,1
BC112,R00543LZ,Sn Juan-Candelaria Jct-Candelaria-Bolboc Rd,1
BC112,R00544LZ,Lutucan-Guisguis Port Rd,1
BC112,R00545LZ,Lucena Cotta Port Rd,1
BC110,R00546LZ,Calamba-Sta Cruz-Famy Jct Rd,1
BC106,R00546LZ,Calamba-Sta Cruz-Famy Jct Rd,1
BC107,R00546LZ,Calamba-Sta Cruz-Famy Jct Rd,1
BC313,R00546LZ,Calamba-Sta Cruz-Famy Jct Rd,1
BC106,R00547LZ,Pila-Poblacion Rd,1
BC106,R00548LZ,Sta Cruz-Pob Rd,1
BC106,R00549LZ,Paete-Famy Pob Rd,1
BC106,R00550LZ,Rizal Bdry-Famy-Quezon Rd,1
BC106,R00552LZ,Pagsanjan-Lucban Rd,1
BC106,R00553LZ,Lumban-Caliraya Rd,1
BC106,R00554LZ,Cavinti-Caliraya Rd,1
BC106,R00555LZ,Liliw-Majayjay Rd,1
BC106,R00556LZ,Majayjay-Lucban Rd,1
BC106,R00557LZ,Kalayaan Pob Rd,1
BC313,R00559LZ,Calamba-Tagaytay Rd,1
BC108,R00562LZ,Biñan-Cavite Rd,1
BC313,R00563LZ,Rizal Shrine Rd,1
BC107,R00565LZ,Mt Makiling Eco Garden Rd,1
BC017,R00567LZ,Marikina-Sn Mateo Rd,1
BC020,R00567LZ,Marikina-Sn Mateo Rd,1
BC017,R00568LZ,A Bonifacio Ave,1
BC038,R00568LZ,A Bonifacio Ave,1
BC017,R00569LZ,Sumulong H-way,1
BC017,R00570LZ,JP Rizal St,1
BC044,R00570LZ,JP Rizal St,1
BC025,R00570LZ,JP Rizal St,1
BC026,R00570LZ,JP Rizal St,1
BC022,R00570LZ,JP Rizal St,1
BC017,R00571LZ,Marcos Highway,1
BC019,R00571LZ,Marcos Highway,1
BC019,R00572LZ,Amang Rodriguez Rd,1
BC017,R00573LZ,E. Dela Paz St,1
BC019,R00574LZ,Pasig-Santolan Rd,1
BC019,R00576LZ,Dr Sixto Antonio,1
BC019,R00577LZ,Manila East Rd (Rosario-Cainta Rd),1
BC019,R00578LZ,Ortigas Ave,1
BC018,R00578LZ,Ortigas Ave,1
BC021,R00578LZ,Ortigas Ave,1
BC019,R00581LZ,Pasig Blvd,1
BC019,R00582LZ,Shaw Blvd,1
BC018,R00582LZ,Shaw Blvd,1
BC019,R00584LZ,Sn Nicolas-Sagad Rd,1
BC019,R00587LZ,Sn Joaquin-Buting Rd,1
BC013,R00588LZ,PPTA Rd,1
BC023,R00588LZ,PPTA Rd,1
BC017,R00591LZ,Shoe Ave,1
BC020,R00591LZ,Shoe Ave,1
BC022,R00592LZ,Gen Santos Ave,1
BC023,R00592LZ,Gen Santos Ave,1
BC026,R00593LZ,EDSA Service Rd 1 (North Bound),1
BC026,R00594LZ,EDSA Service Rd 2 (North Bound),1
BC029,R00595LZ,Epifanio Delos Santos Ave (EDSA),1
BC030,R00595LZ,Epifanio Delos Santos Ave (EDSA),1
BC048,R00595LZ,Epifanio Delos Santos Ave (EDSA),1
BC026,R00595LZ,Epifanio Delos Santos Ave (EDSA),1
BC025,R00595LZ,Epifanio Delos Santos Ave (EDSA),1
BC021,R00595LZ,Epifanio Delos Santos Ave (EDSA),1
BC018,R00595LZ,Epifanio Delos Santos Ave (EDSA),1
BC038,R00595LZ,Epifanio Delos Santos Ave (EDSA),1
BC040,R00595LZ,Epifanio Delos Santos Ave (EDSA),1
BC045,R00595LZ,Epifanio Delos Santos Ave (EDSA),1
BC044,R00595LZ,Epifanio Delos Santos Ave (EDSA),1
BC025,R00596LZ,EDSA Service Rd 3 (South Bound),1
BC018,R00597LZ,A Bonifacio-A Luna Rd,1
BC025,R00598LZ,EDSA Service Rd 4 (South Bound),1
BC018,R00600LZ,Boni Ave,1
BC018,R00601LZ,Psychopathic Hospital Rd,1
BC018,R00602LZ,P Guevarra-J Vargas St,1
BC021,R00602LZ,P Guevarra-J Vargas St,1
BC021,R00603LZ,Blumentritt,1
BC021,R00604LZ,F Manalo,1
BC021,R00605LZ,N Domingo,1
BC021,R00606LZ,Pinaglabanan,1
BC019,R00608LZ,Lopez-Jaena,1
BC048,R00609LZ,PICC Fat Main Rd,1
BC048,R00611LZ,PICC Fat Perimeter Rd,1
BC048,R00613LZ,Manila Film Ctr Main Rd,1
BC048,R00614LZ,Spine Rd,1
BC046,R00615LZ,Roxas Blvd,1
BC048,R00615LZ,Roxas Blvd,1
BC024,R00615LZ,Roxas Blvd,1
BC046,R00616LZ,Roxas Blvd East Service Rd,1
BC048,R00616LZ,Roxas Blvd East Service Rd,1
BC024,R00616LZ,Roxas Blvd East Service Rd,1
BC046,R00617LZ,FB Harrison,1
BC024,R00617LZ,FB Harrison,1
BC048,R00617LZ,FB Harrison,1
BC048,R00618LZ,Taft Ave,1
BC046,R00618LZ,Taft Ave,1
BC024,R00618LZ,Taft Ave,1
BC048,R00619LZ,Tramo Rd,1
BC048,R00620LZ,Aurora Blvd,1
BC045,R00620LZ,Aurora Blvd,1
BC044,R00620LZ,Aurora Blvd,1
BC025,R00622LZ,AP Reyes Ave,1
BC025,R00623LZ,Pasong Tamo,1
BC026,R00624LZ,Pasong Tamo Ext,1
BC025,R00625LZ,Makati Ave,1
BC022,R00631LZ,Fort Bonifacio-Nichols Field Rd,1
BC022,R00632LZ,McKinley Rd,1
BC026,R00632LZ,McKinley Rd,1
BC026,R00633LZ,Kalayaan Ave Ext,1
BC022,R00633LZ,Kalayaan Ave Ext,1
BC019,R00634LZ,C-5 Road,1
BC022,R00634LZ,C-5 Road,1
BC044,R00634LZ,C-5 Road,1
BC025,R00636LZ,Kalayaan Ave,1
BC045,R00636LZ,Kalayaan Ave,1
BC025,R00637LZ,Vito Cruz Ext,1
BC048,R00638LZ,Gil Puyat Ave,1
BC025,R00638LZ,Gil Puyat Ave,1
BC048,R00640LZ,Airport Rd,1
BC024,R00640LZ,Airport Rd,1
BC048,R00641LZ,Andrew Ave,1
BC048,R00642LZ,Balagbag Rd,1
BC024,R00645LZ,NAIA Rd (MIA Road),1
BC048,R00645LZ,NAIA Rd (MIA Road),1
BC024,R00652LZ,Ninoy Aquino  Ave,1
BC048,R00652LZ,Ninoy Aquino  Ave,1
BC013,R00653LZ,Paranaque-Sucat Rd,1
BC028,R00653LZ,Paranaque-Sucat Rd,1
BC024,R00653LZ,Paranaque-Sucat Rd,1
BC013,R00657LZ,Muntinlupa-Railroad Station Rd,1
BC013,R00659LZ,Alabang-Muntinlupa Rd,1
BC046,R00664LZ,Arellano Ave,1
BC025,R00664LZ,Arellano Ave,1
BC048,R00665LZ,Electrical Rd,1
BC048,R00666LZ,Domestic Rd,1
BC025,R00668LZ,South Drive,1
BC004,R00668LZ,South Drive,1
BC048,R00669LZ,Philtrade Rd 1,1
BC022,R00671LZ,McKinley-Pateros Rd,1
BC029,R00672LZ,Rizal Ave Ext,1
BC015,R00673LZ,MacArthur H-way,1
BC030,R00673LZ,MacArthur H-way,1
BC032,R00673LZ,MacArthur H-way,1
BC031,R00673LZ,MacArthur H-way,1
BC029,R00675LZ,B Serrano St,1
BC016,R00676LZ,C-3 Road,1
BC029,R00676LZ,C-3 Road,1
BC029,R00677LZ,A Mabini St,1
BC030,R00677LZ,A Mabini St,1
BC046,R00677LZ,A Mabini St,1
BC031,R00680LZ,Gov I Santiago St,1
BC031,R00681LZ,Polo-Novaliches Rd,1
BC032,R00681LZ,Polo-Novaliches Rd,1
BC030,R00682LZ,Congressional Rd,1
BC032,R00684LZ,Polo-Pugad Baboy Rd,1
BC029,R00688LZ,10th Ave East,1
BC029,R00689LZ,10th Ave West,1
BC029,R00690LZ,7th Ave East,1
BC029,R00691LZ,7th Ave West,1
BC016,R00692LZ,North Bay Blvd,1
BC016,R00693LZ,M Naval St,1
BC015,R00694LZ,Gov W Pascual Ave,1
BC016,R00695LZ,Cadorniga St,1
BC015,R00699LZ,C-4 Road,1
BC016,R00699LZ,C-4 Road,1
BC030,R00700LZ,Samson Rd,1
BC029,R00700LZ,Samson Rd,1
BC030,R00701LZ,Gen San Miguel St,1
BC029,R00701LZ,Gen San Miguel St,1
BC015,R00702LZ,P Aquino Rd (Letre),1
BC015,R00703LZ,Leoño St,1
BC015,R00704LZ,Adante Rd,1
BC015,R00705LZ,Bonifacio St,1
BC015,R00706LZ,Gen Luna St  (Malabon),1
BC015,R00708LZ,Sanciangco St,1
BC015,R00710LZ,Prelaya St,1
BC015,R00711LZ,Jct Womens Club St,1
BC015,R00712LZ,Flores St,1
BC015,R00713LZ,Naval St,1
BC015,R00714LZ,Road to Tanza,1
BC016,R00715LZ,Tanza-Gasak Rd,1
BC030,R00716LZ,Deparo-Bagumbong Rd,1
BC030,R00717LZ,Deparo-Camarin Rd,1
BC320,R00717LZ,Deparo-Camarin Rd,1
BC320,R00718LZ,Novaliches-Sn Jose Rd,1
BC320,R00719LZ,Malaria Field Control Rd,1
BC320,R00720LZ,Central Luzon Leprosarium Rd,1
BC031,R00722LZ,G Lazaro St,1
BC015,R00723LZ,Estrella St,1
BC016,R00723LZ,Estrella St,1
BC015,R00724LZ,Sevilla Blvd,1
BC015,R00725LZ,C Arellano St,1
BC035,R00727LZ,CM Recto,1
BC033,R00727LZ,CM Recto,1
BC034,R00727LZ,CM Recto,1
BC037,R00727LZ,CM Recto,1
BC036,R00728LZ,Mendiola St,1
BC036,R00733LZ,P Casal St,1
BC035,R00733LZ,P Casal St,1
BC037,R00739LZ,Moriones,1
BC035,R00740LZ,Sn Fernando,1
BC035,R00742LZ,Sto Cristo,1
BC035,R00743LZ,Plaza Ruiz,1
BC035,R00745LZ,Plaza Sta Cruz,1
BC035,R00746LZ,Plaza Moraga,1
BC035,R00747LZ,Reina Regente,1
BC037,R00751LZ,Dagupan St,1
BC034,R00751LZ,Dagupan St,1
BC034,R00752LZ,C-2 Road,1
BC037,R00752LZ,C-2 Road,1
BC034,R00753LZ,A Rivera St,1
BC035,R00754LZ,Evangelista St,1
BC035,R00755LZ,Quiricada St,1
BC034,R00755LZ,Quiricada St,1
BC035,R00757LZ,Quezon Blvd (LZ),1
BC035,R00761LZ,C Palanca St,1
BC036,R00761LZ,C Palanca St,1
BC036,R00764LZ,JP Laurel St,1
BC035,R00765LZ,Legarda St,1
BC033,R00765LZ,Legarda St,1
BC033,R00766LZ,Lerma St,1
BC037,R00769LZ,Marcos Rd,1
BC035,R00774LZ,Oroquieta St,1
BC033,R00775LZ,Paltok St,1
BC036,R00776LZ,Old Sta Mesa,1
BC036,R00779LZ,V Mapa St,1
BC036,R00780LZ,Valenzuela St,1
BC033,R00783LZ,R Magsaysay Blvd,1
BC036,R00785LZ,P Sanchez St,1
BC035,R00786LZ,Q Paredes St,1
BC036,R00788LZ,Cordillera St,1
BC038,R00788LZ,Cordillera St,1
BC045,R00788LZ,Cordillera St,1
BC033,R00789LZ,Buenos Aires St,1
BC033,R00791LZ,Bustillos St,1
BC036,R00792LZ,Arlegui St,1
BC035,R00792LZ,Arlegui St,1
BC033,R00793LZ,F Cayco St,1
BC037,R00794LZ,Herbosa St,1
BC034,R00795LZ,Hermosa St,1
BC034,R00796LZ,H Lopez Blvd,1
BC037,R00796LZ,H Lopez Blvd,1
BC037,R00797LZ,Kalakal,1
BC037,R00798LZ,JL Escoda St,1
BC034,R00799LZ,T Earnshaw,1
BC034,R00800LZ,V Del Fierro,1
BC037,R00801LZ,Velasquez,1
BC033,R00802LZ,Algeciras St,1
BC033,R00803LZ,A Maceda St,1
BC035,R00804LZ,Aurora Avenue,1
BC033,R00805LZ,Blumentritt St (LZ),1
BC035,R00805LZ,Blumentritt St (LZ),1
BC033,R00806LZ,Dapitan St,1
BC038,R00806LZ,Dapitan St,1
BC033,R00807LZ,Dimasalang St,1
BC035,R00807LZ,Dimasalang St,1
BC033,R00809LZ,E Quintos St,1
BC035,R00811LZ,AH Lacson Ave,1
BC033,R00811LZ,AH Lacson Ave,1
BC033,R00812LZ,G Tuazon St,1
BC034,R00813LZ,JA Santos Ave,1
BC033,R00814LZ,J Fajardo St,1
BC035,R00815LZ,Juan Luna St,1
BC037,R00815LZ,Juan Luna St,1
BC034,R00815LZ,Juan Luna St,1
BC035,R00816LZ,J Rizal Ave,1
BC034,R00816LZ,J Rizal Ave,1
BC035,R00817LZ,Laon-Laan St,1
BC033,R00817LZ,Laon-Laan St,1
BC035,R00818LZ,L Rivera,1
BC033,R00819LZ,M Dela Fuente,1
BC035,R00820LZ,Ma. Clara,1
BC033,R00820LZ,Ma. Clara,1
BC038,R00820LZ,Ma. Clara,1
BC034,R00821LZ,North Antipolo St,1
BC033,R00821LZ,North Antipolo St,1
BC035,R00821LZ,North Antipolo St,1
BC034,R00822LZ,Pampanga St,1
BC033,R00823LZ,P Florentino,1
BC033,R00824LZ,SH Loyola,1
BC035,R00825LZ,South Antipolo,1
BC034,R00826LZ,Solis,1
BC037,R00828LZ,Sn Rafael St,1
BC016,R00829LZ,R-10,1
BC037,R00829LZ,R-10,1
BC037,R00832LZ,Tayuman,1
BC034,R00832LZ,Tayuman,1
BC035,R00832LZ,Tayuman,1
BC035,R00833LZ,T Mapua St,1
BC037,R00835LZ,Vitas,1
BC035,R00836LZ,V Fugoso,1
BC033,R00837LZ,VG Cruz,1
BC038,R00848LZ,G Araneta Ave,1
BC045,R00848LZ,G Araneta Ave,1
BC045,R00849LZ,Arayat St,1
BC045,R00851LZ,Balete Drive,1
BC045,R00852LZ,Bayani St,1
BC045,R00854LZ,Bonny Serrano Ave,1
BC044,R00854LZ,Bonny Serrano Ave,1
BC045,R00858LZ,CP Garcia Ave,1
BC038,R00859LZ,Congressional Ave,1
BC038,R00864LZ,Del Monte Ave,1
BC045,R00865LZ,Commonwealth Ave,1
BC044,R00865LZ,Commonwealth Ave,1
BC039,R00865LZ,Commonwealth Ave,1
BC040,R00865LZ,Commonwealth Ave,1
BC038,R00865LZ,Commonwealth Ave,1
BC045,R00866LZ,East Ave,1
BC044,R00868LZ,Ermin Garcia,1
BC044,R00869LZ,E Rodriguez Jr  Ave,1
BC045,R00870LZ,E Rodriguez Sr,1
BC043,R00871LZ,Fairview Ave,1
BC043,R00872LZ,Gen Luis St,1
BC045,R00873LZ,Gilmore Ave,1
BC043,R00874LZ,Regalado Ave (North),1
BC045,R00875LZ,Hemady St,1
BC038,R00876LZ,Ilocos Sur,1
BC039,R00877LZ,Batasan Rd,1
BC039,R00879LZ,Batasan-Commonwealth Tunnel,1
BC045,R00881LZ,Kamuning Rd,1
BC038,R00882LZ,Kanlaon St,1
BC043,R00884LZ,La Mesa Dam,1
BC044,R00885LZ,Liberty Ave,1
BC045,R00886LZ,Maginhawa St,1
BC044,R00887LZ,Main Ave,1
BC040,R00890LZ,Mindanao Ave,1
BC038,R00890LZ,Mindanao Ave,1
BC032,R00890LZ,Mindanao Ave,1
BC045,R00891LZ,Mother Ignacia St,1
BC045,R00895LZ,N Domingo St,1
BC038,R00898LZ,North Ave,1
BC045,R00900LZ,Osmeña Ave,1
BC044,R00902LZ,P Tuazon Blvd,1
BC038,R00903LZ,Quezon Ave,1
BC045,R00903LZ,Quezon Ave,1
BC038,R00906LZ,Road 1,1
BC038,R00907LZ,Road 8,1
BC038,R00909LZ,Nicanor Roxas,1
BC033,R00910LZ,Santol,1
BC045,R00910LZ,Santol,1
BC038,R00911LZ,Sct Alcaraz,1
BC045,R00912LZ,Sct Lozano,1
BC045,R00914LZ,Sgt Esguerra (Bohol Ave),1
BC038,R00915LZ,Sgt Rivera (Tagaytay),1
BC045,R00916LZ,South Ave (Timog Ave),1
BC038,R00917LZ,Sto Domingo,1
BC043,R00918LZ,Susano Rd,1
BC040,R00919LZ,Tandang Sora Ave,1
BC044,R00919LZ,Tandang Sora Ave,1
BC045,R00922LZ,Tomas Morato,1
BC045,R00923LZ,University Ave,1
BC038,R00926LZ,Visayas Ave,1
BC040,R00926LZ,Visayas Ave,1
BC038,R00927LZ,West Ave,1
BC044,R00928LZ,15th Ave,1
BC044,R00929LZ,20th Ave,1
BC046,R00930LZ,Bonifacio Drive,1
BC046,R00935LZ,P Burgos Street,1
BC046,R00936LZ,Chicago St,1
BC046,R00937LZ,Atlanta St,1
BC046,R00938LZ,Muelle Sn Francisco,1
BC046,R00940LZ,Railroad St,1
BC046,R00941LZ,25th St,1
BC046,R00944LZ,Victoria St,1
BC046,R00945LZ,Muralla St,1
BC046,R00946LZ,Gen Luna St (Manila),1
BC046,R00947LZ,Cabildo St,1
BC046,R00948LZ,A Soriano (Aduana),1
BC046,R00949LZ,Magallanes Drive,1
BC035,R00950LZ,Jones Bridge,1
BC035,R00951LZ,McArthur Bridge,1
BC046,R00953LZ,Ayala Blvd,1
BC046,R00955LZ,Agrifina Circle Parking Lot,1
BC046,R00956LZ,Maria Orosa St,1
BC046,R00957LZ,TM Kalaw St,1
BC046,R00958LZ,United Nations Ave,1
BC046,R00960LZ,P Ocampo Sr,1
BC046,R00961LZ,Josefa Llanes Escoda,1
BC046,R00962LZ,Leon Guinto St,1
BC046,R00963LZ,Pedro Gil (Herran),1
BC047,R00963LZ,Pedro Gil (Herran),1
BC046,R00964LZ,Remedios St,1
BC046,R00965LZ,Sn Andres St,1
BC046,R00966LZ,Estrada St,1
BC046,R00968LZ,Sn Marcelino St,1
BC046,R00969LZ,Pres Quirino Ave,1
BC047,R00969LZ,Pres Quirino Ave,1
BC046,R00970LZ,Singalong St,1
BC046,R00971LZ,South Super H-way,1
BC025,R00971LZ,South Super H-way,1
BC046,R00973LZ,Zobel Roxas St,1
BC046,R00974LZ,Sn Gregorio St,1
BC046,R00976LZ,Onyx St,1
BC046,R00977LZ,A Francisco St,1
BC046,R00978LZ,Pasig Line,1
BC047,R00979LZ,Tejeron St,1
BC047,R00980LZ,Jose Syquia St,1
BC047,R00981LZ,M Roxas St,1
BC047,R00983LZ,New Panaderos St,1
BC047,R00984LZ,Old Panaderos St,1
BC047,R00985LZ,A Bautista,1
BC047,R00986LZ,J Posadas St,1
BC047,R00987LZ,Manuel L Carreon St,1
BC047,R00988LZ,Jesus St,1
BC047,R00989LZ,Certeza St,1
BC047,R00990LZ,Palumpong St,1
BC047,R00991LZ,Paz Mendoza Guazon (Otis St),1
BC046,R00991LZ,Paz Mendoza Guazon (Otis St),1
BC047,R00992LZ,Zamora St,1
BC046,R00992LZ,Zamora St,1
BC047,R00994LZ,Mendiola Ext,1
BC012,R00996LZ,Balbalan-Pinukpuk Rd,1
BC009,R00996LZ,Balbalan-Pinukpuk Rd,1
BC004,R00998LZ,Demonstration Rd,1
BC004,R00999LZ,Magsaysay Ave (Trinidad Rd) East Service Rd,1
BC011,R01000LZ,Govt Center-Cadre Rd,1
BC011,R01001LZ,Otucan Diversion Rd,1
BC015,R01002LZ,Prosperidad St,1
BC019,R01003LZ,Blumentritt Market Rd,1
BC019,R01004LZ,Blumentritt St (Pasig Market),1
BC019,R01005LZ,Road Around Pasig Market Rd (Alcalde Jose St),1
BC019,R01007LZ,Pasig Diversion Rd 1,1
BC021,R01008LZ,M Paterno St,1
BC021,R01010LZ,Luna-Mencias Rd,1
BC018,R01010LZ,Luna-Mencias Rd,1
BC018,R01011LZ,Welfare Ville Rd,1
BC018,R01012LZ,National Mental Hospital Rd,1
BC018,R01013LZ,New Psychopathic Hospital,1
BC018,R01014LZ,Correctional Institute Rd,1
BC018,R01015LZ,Gen Kalentong-Blumentritt-Jolo Rd,1
BC017,R01018LZ,Road Around Marikina Public Market,1
BC022,R01019LZ,Libingan ng mga Bayani,1
BC023,R01020LZ,Taguig Diversion Rd,1
BC023,R01021LZ,Ususan Diversion Rd,1
BC048,R01023LZ,FAT Access Rd,1
BC048,R01024LZ,PICC Access Rd,1
BC048,R01025LZ,Manila Film Center Access Rd,1
BC024,R01026LZ,Tomas Claudio,1
BC024,R01027LZ,Camp Claudio Cadre Rd,1
BC013,R01028LZ,Muntinlupa-Insular Prison Rd,1
BC033,R01029LZ,Retiro St,1
BC035,R01030LZ,Sn Lazaro Hospital Compound Road Network,1
BC035,R01031LZ,Alvarez St,1
BC038,R01032LZ,España Blvd,1
BC033,R01032LZ,España Blvd,1
BC045,R01032LZ,España Blvd,1
BC033,R01033LZ,Nicanor Reyes St,1
BC035,R01034LZ,Quezon Blvd Service Rd,1
BC037,R01035LZ,Zaragosa St,1
BC035,R01037LZ,Del Pan Service Rd,1
BC035,R01038LZ,Del Pan St,1
BC035,R01039LZ,Mulle dela Industria,1
BC035,R01040LZ,Mulle del Banco National,1
BC035,R01041LZ,Madrid St,1
BC035,R01042LZ,Dasmarinas St,1
BC035,R01043LZ,Jones Bridge Service Rd,1
BC035,R01044LZ,McArthur Bridge Service Rd,1
BC035,R01045LZ,Plaza Lacson,1
BC035,R01046LZ,Ronquillo St,1
BC035,R01048LZ,F Torres St (NCR),1
BC036,R01049LZ,C Aguila St,1
BC036,R01050LZ,Malacañang Rd Network,1
BC036,R01051LZ,Nagtahan Bridge Service Rd,1
BC036,R01052LZ,Ramon Magsaysay Blvd Service Rd,1
BC036,R01053LZ,Reposo St,1
BC040,R01054LZ,Congressional Ave Ext,1
BC038,R01055LZ,Corregidor St,1
BC038,R01056LZ,Times St,1
BC045,R01057LZ,Internal Rd,1
BC045,R01058LZ,NIA North Rd,1
BC045,R01059LZ,NIA South Rd,1
BC045,R01060LZ,V Luna Rd,1
BC045,R01062LZ,Scout Ybardaloza,1
BC045,R01063LZ,T Gener St,1
BC045,R01064LZ,C Benitez St,1
BC045,R01065LZ,N Ramirez St (Pulog St),1
BC045,R01066LZ,Ortigas-Granada Rd,1
BC046,R01067LZ,Muelle del Rio St,1
BC046,R01068LZ,Bonifacio Drive Interchange,1
BC046,R01069LZ,Muelle de Tacoma,1
BC046,R01070LZ,11th St,1
BC046,R01071LZ,16th St,1
BC046,R01072LZ,19th St,1
BC046,R01073LZ,20th St,1
BC046,R01074LZ,Rizal Parking Lot,1
BC046,R01075LZ,Plaza Espana,1
BC046,R01076LZ,Bureau of Post Rd,1
BC046,R01077LZ,Plaza Lawton Rd,1
BC046,R01078LZ,Arroceros St,1
BC046,R01079LZ,MWSS Rd,1
BC046,R01080LZ,Anda St,1
BC046,R01081LZ,Sta Lucia,1
BC046,R01082LZ,Concepcion St,1
BC046,R01084LZ,Government Center Rd,1
BC046,R01085LZ,Legislative Parking Lot,1
BC033,R01086LZ,Manga St.,1
BC046,R01087LZ,PGH Road,1
BC035,R01088LZ,Bustos St.,1
BC046,R01089LZ,Dr J Quintos St,1
BC046,R01090LZ,Bureau of Plant Industry,1
BC046,R01091LZ,Cortabitarte St,1
BC046,R01092LZ,Plaza Dilao,1
BC047,R01095LZ,Labores St,1
BC047,R01096LZ,Plaza Calderon,1
BC047,R01097LZ,Lamayan St,1
BC047,R01098LZ,R  Del Pan St,1
BC046,R01099LZ,G Del Pilar,1
BC031,R01100LZ,Coloong Rd,1
BC032,R01101LZ,Gen T de Leon St,1
BC032,R01102LZ,G Fernando St,1
BC030,R01103LZ,North Expressway East Service Rd (Caloocan),1
BC030,R01104LZ,North Expressway West Service Rd (Caloocan),1
BC319,R01106LZ,1st Ave,1
BC319,R01107LZ,2nd Avenue,1
BC319,R01108LZ,3rd Ave,1
BC319,R01109LZ,4th Ave,1
BC319,R01110LZ,5th Ave (R01110LZ),1
BC319,R01111LZ,6th Ave,1
BC319,R01112LZ,7th Ave,1
BC319,R01113LZ,8th Ave,1
BC319,R01114LZ,9th Ave,1
BC319,R01115LZ,10th Ave,1
BC319,R01116LZ,11th Ave,1
BC319,R01117LZ,1st St,1
BC319,R01118LZ,2nd St,1
BC319,R01119LZ,3rd St,1
BC319,R01120LZ,5th St (R01120LZ),1
BC319,R01121LZ,7th St,1
BC319,R01122LZ,Administration Ave,1
BC319,R01123LZ,Road to Pier,1
BC319,R01124LZ,Visayas Ave (R01124LZ),1
BC319,R01125LZ,Hilltop Rd,1
BC319,R01131LZ,Executive Heights B,1
BC319,R01132LZ,Executive Heights A,1
BC319,R01133LZ,Green Ridge,1
BC319,R01134LZ,Bay View St,1
BC319,R01135LZ,Blue Ridge,1
BC319,R01136LZ,Housing A,1
BC319,R01137LZ,Housing B,1
BC319,R01138LZ,Elliptical Rd (R01138LZ),1
BC319,R01139LZ,Mt Apo,1
BC319,R01140LZ,Mt Banahaw,1
BC319,R01141LZ,Mt Pinatubo,1
BC319,R01142LZ,Mt Arayat,1
BC319,R01143LZ,Mt Dipolog,1
BC319,R01144LZ,Ave of the Phils,1
BC319,R01145LZ,Medium Cost Housing,1
BC319,R01146LZ,Luzon Ave (South),1
BC319,R01147LZ,Dormitory Rd,1
BC319,R01148LZ,United Nation Drv,1
BC325,R01149LZ,Balagtas Service Rd,1
BC325,R01150LZ,Guiguinto Service Rd 1,1
BC325,R01151LZ,Guiguinto Service Rd 2,1
BC325,R01152LZ,Sta Rita Service Rd,1
BC325,R01153LZ,Tabang Service Rd #1,1
BC325,R01154LZ,Tabang Service Rd #3,1
BC326,R01155LZ,Sta Maria By-Pass Rd,1
BC326,R01156LZ,Sta Maria-Norzagaray Rd,1
BC084,R01157LZ,Apalit-Macabebe-Masantol Rd,1
BC084,R01158LZ,Candaba-Sn Miguel Rd,1
BC085,R01159LZ,Mt Arayat National Park Rd,1
BC084,R01160LZ,Sn Vicente-Apalit Rd,1
BC080,R01161LZ,Bongabon-Rizal-Aurora Rd,1
BC082,R01161LZ,Bongabon-Rizal-Aurora Rd,1
BC081,R01162LZ,Muñoz-Lupao Rd,1
BC080,R01162LZ,Muñoz-Lupao Rd,1
BC088,R01164LZ,Bamban Poblacion Rd,1
BC091,R01165LZ,Amungan-Palauig-Banlog Rd,1
BC097,R01166LZ,Fernando Airbase Rd,1
BC097,R01167LZ,New Lipa City Hall Rd,1
BC110,R01169LZ,Flores St (Region 4-A),1
BC110,R01170LZ,Paterno St,1
BC052,R01173LZ,Cervantes-Bontoc Rd,1
BC052,R01174LZ,Jct Santiago-Banayoyo-Lidlidda-Sn Emilio-Quirino Rd,1
BC053,R01175LZ,Sn Fernando Airport Rd,1
BC065,R01176LZ,Ilagan-Delfin Albano-Mallig Rd,1
BC310,R01176LZ,Ilagan-Delfin Albano-Mallig Rd,1
BC065,R01177LZ,Jct Delfin Albano Rd,1
BC065,R01178LZ,Jct National-Calamagui Rd,1
BC067,R01180LZ,Santiago-Tuguegarao By-Pass Rd,1
BC064,R01181LZ,Tuguegarao Cadre Rd,1
BC153,R01182LZ,Banuang-Gurang-Albay Bdry Rd,1
BC142,R01183LZ,Gahonon Rd,1
BC069,R01184LZ,Jct Natl Road-Bitnong-Belance-N Vizcaya Bdry Rd,1
BC145,R01185LZ,San Rafael-Mampirao-San Jose Rd,1
BC138,R01186LZ,Malinao Poblacion Rd,1
BC138,R01187LZ,Tabaco Wharf Rd,1
BC015,R01188LZ,Bonifacio-Sisa Rd,1
BC047,R01189LZ,Malacanang Park Rd,1
BC046,R01190LZ,Perez St,1
BC046,R01191LZ,Katigbak Drive,1
BC015,R01192LZ,E Rodriguez St,1
BC015,R01193LZ,Don Basilio Bautista St,1
BC016,R01194LZ,Gov A Pascual St,1
BC319,R01195LZ,Ave of the Philippines Main A,1
BC012,R01196LZ,Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd (Cagaluan-Calanan Sect),1
