"Boundary
Code",Road Code,Road Name,Selection
BC199,R00043SM,Basey Old Route,1
BC183,R00044CB,Lapu-Lapu St,1
BC139,R00044LZ,Legazpi City-Punta de Jesus Rd,1
BC156,R00044NR,Lizares Ave,1
BC164,R00044PN,Jct Bancal-Leon-Antique Bdry Rd,1
BC199,R00044SM,Catbalogan Diversion Rd,1
BC183,R00045CB,P Burgos St,1
BC167,R00045NR,DS Benedicto By-Pass Rd,1
BC160,R00045PN,Tigbauan-Cordova-Leon Jct Rd,1
BC164,R00045PN,Tigbauan-Cordova-Leon Jct Rd,1
BC198,R00045SM,Gandara Old Route,1
BC183,R00046CB,Quezon Blvd (CB),1
BC194,R00046LT,Ormoc-Baybay-Southern Leyte Bdry Rd,1
BC195,R00046LT,Ormoc-Baybay-Southern Leyte Bdry Rd,1
BC167,R00046NR,Jct Balintawak-Old Escalante Rd  (Wye Length),1
BC161,R00046PN,Mandurriao-Sn Miguel-Alimodian-Maasin-Cabatuan Rd,1
BC164,R00046PN,Mandurriao-Sn Miguel-Alimodian-Maasin-Cabatuan Rd,1
BC198,R00046SM,Gomez Ext,1
BC183,R00047CB,Legaspi Ext,1
BC192,R00047LT,La Paz-Javier-Bito Rd,1
BC195,R00047LT,La Paz-Javier-Bito Rd,1
BC138,R00047LZ,Sto Domingo Poblacion Rd,1
BC186,R00047NR,Mayor Ramon T. Pastor Sr. St.,1
BC164,R00047PN,Oton-Mambog-Cabolo-an-Abilay-Sn Jose Rd,1
BC160,R00047PN,Oton-Mambog-Cabolo-an-Abilay-Sn Jose Rd,1
BC199,R00047SM,Hinabangan Diversion Rd,1
BC195,R00048LT,Bato-Bontoc Rd,1
BC200,R00048LT,Bato-Bontoc Rd,1
BC140,R00048LZ,Guinobatan Poblacion Rd,1
BC186,R00048NR,Dumaguete Airport Rd,1
BC199,R00048SM,Motiong Old Route,1
BC183,R00049CB,Martires-Pier II Rd,1
BC200,R00049LT,Bdry  Southern Leyte-Maasin-Macrohon-Sogod-Jct Daang Maharlika,1
BC315,R00049LT,Bdry  Southern Leyte-Maasin-Macrohon-Sogod-Jct Daang Maharlika,1
BC140,R00049LZ,Ligao-Poblacion Rd,1
BC164,R00049PN,Iloilo-Capiz Rd (Pavia Diversion),1
BC199,R00049SM,Wright Old Route,1
BC183,R00050CB,V Sotto St,1
BC315,R00050LT,Liloan-S Ricardo Rd,1
BC140,R00050LZ,Oas Poblacion Rd,1
BC186,R00050NR,Dumaguete Port Rd,1
BC199,R00050SM,Parasanon Old Route,1
BC183,R00051CB,D Jakosalem St,1
BC315,R00051LT,Jct Himay-angan-Silago-Abuyog Bdry Rd,1
BC140,R00051LZ,Polangui Poblacion Rd,1
BC122,R00051MR,CSR Jct-Pola Rd,1
BC186,R00051NR,Bais-Kabankalan Rd,1
BC163,R00051PN,Passi-Sn Rafael-Lemery-Sara Rd,1
BC162,R00051PN,Passi-Sn Rafael-Lemery-Sara Rd,1
BC198,R00051SM,Sta Margarita Old Route,1
BC183,R00052CB,S Osmeña Blvd,1
BC185,R00052NR,Guihulngan-Baloc-Isabela Rd,1
BC162,R00052PN,Iloilo City-Leganes-Dumangas Coastal Rd,1
BC165,R00052PN,Iloilo City-Leganes-Dumangas Coastal Rd,1
BC164,R00052PN,Iloilo City-Leganes-Dumangas Coastal Rd,1
BC198,R00052SM,Sn Jorge Old Route,1
BC142,R00053LZ,Daet Airport Rd,1
BC186,R00053NR,Dumaguete South Rd,1
BC187,R00053NR,Dumaguete South Rd,1
BC161,R00053PN,Lambunao-INCA Rd,1
BC183,R00054CB,2nd Ave,1
BC200,R00054LT,Jct Panaw-awan Airport Rd,1
BC141,R00054LZ,Batobalani-Tawig-Tugos-Paracale Rd,1
BC187,R00054NR,Bayawan-Kabankalan Rd,1
BC161,R00054PN,Baje-Ngi-ngi-an-Bingawan Rd,1
BC183,R00055CB,Arellano Blvd,1
BC201,R00055LT,Leyte-Samar Rd (via Guintigui-an),1
BC141,R00055LZ,Talobatib-Jose Panganiban Pob-Port Rd,1
BC121,R00055MR,Mindoro West Coastal Rd,1
BC167,R00055NR,Stop Aguinaldo-Bug-ang Rd,1
BC161,R00055PN,Pototan-Tina-Lambunao Rd,1
BC197,R00055SM,Rawis-Talisay Rd,1
BC183,R00056CB,R Palma St,1
BC141,R00056LZ,Bagong Silang-Capalonga Rd,1
BC121,R00056MR,Bulalacao-Sn Jose-Jct Mapaya Rd,1
BC161,R00056PN,Pototan-Mina-Janiuay Rd,1
BC196,R00056SM,Catarman Cadre Road,1
BC183,R00057CB,F Gonzales St,1
BC148,R00057CN,Catanduanes Cir Rd,1
BC201,R00057LT,Picas-Sn Jose DZR Airport Rd,1
BC121,R00057MR,Jct MWCR (Labangan)-Murtha-Jct Iriron Rd,1
BC185,R00057NR,Dumaguete North Rd (Jct Bais-Kabankalan-Negros Occ Bdry),1
BC183,R00058CB,F Calderon St (CB),1
BC148,R00058CN,Jct Bato-Baras Rd,1
BC153,R00058LZ,Jct Putiao-Pilar-Donsol Rd,1
BC121,R00058MR,Jct MWCR-Sn Jose Airport-Jct Bubog Rd,1
BC186,R00058NR,Dumaguete North Rd (Dumaguete-Jct Bais-Kabankalan),1
BC162,R00058PN,Dueñas Diversion Rd,1
BC190,R00058SM,Arteche-Jipapad-Las Navas-Rawis Rd,1
BC197,R00058SM,Arteche-Jipapad-Las Navas-Rawis Rd,1
BC184,R00059CB,Cebu South Coastal Rd,1
BC176,R00059CB,Cebu South Coastal Rd,1
BC148,R00059CN,Jct Catanduanes Cir Rd-Panganiban-Sabloyon Rd,1
BC201,R00059LT,Tigbao-Sta Fe-Sn Miguel Rd,1
BC153,R00059LZ,Jct Donsol-Banuang Gurang Rd,1
BC121,R00059MR,Sn Jose-Caminawit Port Rd,1
BC186,R00059NR,Mabinay-Ayungon Rd,1
BC185,R00059NR,Mabinay-Ayungon Rd,1
BC162,R00059PN,Passi-Calinog Rd,1
BC161,R00059PN,Passi-Calinog Rd,1
BC198,R00059SM,Calbayog Diversion Rd,1
BC183,R00060CB,N Bacalso Ave (Cebu South Rd),1
BC184,R00060CB,N Bacalso Ave (Cebu South Rd),1
BC176,R00060CB,N Bacalso Ave (Cebu South Rd),1
BC178,R00060CB,N Bacalso Ave (Cebu South Rd),1
BC148,R00060CN,Jct Catanduanes Cir Rd-Datag-Supang Rd,1
BC201,R00060LT,Naga-Naga Anibong Rd,1
BC153,R00060LZ,Jct Sorsogon-Bacon-Manito Rd,1
BC121,R00060MR,Jct MWCR (Sn Isidro)-Penal Colony-Jct Yapang Rd,1
BC166,R00060NR,Silay-Lantawan Rd,1
BC162,R00060PN,Iloilo-Capiz (New Route),1
BC161,R00060PN,Iloilo-Capiz (New Route),1
BC196,R00060SM,Catarman Airport Rd,1
BC183,R00061CB,Gov. Cuenco Flyover,1
BC148,R00061CN,Jct Catanduanes Circumferential Rd-Virac Airport Rd,1
BC201,R00061LT,Rizal Avenida Ext Rd,1
BC153,R00061LZ,Jct Abuyog-Gubat-Ariman Rd,1
BC152,R00061LZ,Jct Abuyog-Gubat-Ariman Rd,1
BC121,R00061MR,Sablayan Penal Colony Rd,1
BC187,R00061NR,Bayawan-Mabinay Rd.,1
BC186,R00061NR,Bayawan-Mabinay Rd.,1
BC162,R00061PN,Barotac Nuevo-Dumangas-Dacutan Wharf Rd,1
BC198,R00061SM,Gandara Diversion Rd,1
BC148,R00062CN,Jct Catanduanes Cir Rd-Virac Port,1
BC201,R00062LT,Apitong-Paterno Rd,1
BC152,R00062LZ,Jct Gubat-Prieto Diaz Rd,1
BC121,R00062MR,Crossing MWCR (Pola)-Casague-Jct Alacaak Rd,1
BC187,R00062NR,Dumaguete City-Valencia-Bacong Rd,1
BC186,R00062NR,Dumaguete City-Valencia-Bacong Rd,1
BC162,R00062PN,Balabag-Maquina-Cayos-Patlad Rd,1
BC190,R00062SM,Guiuan-Sulangan Peninsula Road,1
BC176,R00063CB,Carcar-Barili-Mantayupan Rd,1
BC148,R00063CN,Baras-Gigmoto-Viga Rd,1
BC201,R00063LT,Caibaan Rd,1
BC152,R00063LZ,Ariman-Casiguran Rd,1
BC153,R00063LZ,Ariman-Casiguran Rd,1
BC121,R00063MR,Mamburao-Airport Rd,1
BC187,R00063NR,Sta Catalina-Pamplona-Tanjay City,1
BC186,R00063NR,Sta Catalina-Pamplona-Tanjay City,1
BC162,R00063PN,Pototan-Tabugon Rd,1
BC161,R00063PN,Pototan-Tabugon Rd,1
BC178,R00064CB,Argao-Moalboal Rd,1
BC148,R00064CN,Jct Baras-Weather Radar Station Rd,1
BC201,R00064LT,Calanipawan Rd,1
BC152,R00064LZ,Ariman-Jct Bulusan Lake Rd,1
BC121,R00064MR,Jct MWCR (Bagong Silang)-Cabacao Div Rd,1
BC170,R00064NR,Bacolod South Rd (Kabankalan-Hinobaan Section),1
BC162,R00064PN,Lublub-Bolilao-Salad Rd,1
BC178,R00065CB,Dalaguete-Mantalongon Badian Rd,1
BC179,R00065CB,Dalaguete-Mantalongon Badian Rd,1
BC148,R00065CN,Jct. Bato-Baras-Tilis Rd,1
BC152,R00065LZ,Irosin-Sn Roque-Bulusan Lake Rd,1
BC204,R00065MN,Jct Sayre Highway-Damulog Poblacion Rd,1
BC156,R00065NR,Lacson Circumferential Flyover,1
BC162,R00065PN,Guintas-Barotac Nuevo Rd,1
BC327,R00066CB,Cebu North Hagnaya Wharf Rd,1
BC180,R00066CB,Cebu North Hagnaya Wharf Rd,1
BC181,R00066CB,Cebu North Hagnaya Wharf Rd,1
BC175,R00066CB,Cebu North Hagnaya Wharf Rd,1
BC201,R00066LT,Sn Jose-Manlurip-MacArthur Park Rd,1
BC152,R00066LZ,Gate-Bulan Airport Rd,1
BC208,R00066MN,Sayre Highway,1
BC206,R00066MN,Sayre Highway,1
BC204,R00066MN,Sayre Highway,1
BC202,R00066MN,Sayre Highway,1
BC203,R00066MN,Sayre Highway,1
BC156,R00066NR,Bacolod Silay Airport Access Rd,1
BC166,R00066NR,Bacolod Silay Airport Access Rd,1
BC162,R00066PN,Passi-San Enrique-Garrita Rd,1
BC175,R00067CB,Bogo-Curva-Medellin-Daanbantayan-Maya Rd,1
BC201,R00067LT,Sn Jose-Candahug Rd,1
BC152,R00067LZ,Bulan Seaport Rd,1
BC206,R00067MN,Jct SH-Manolo Fortich-Libona-Indahag Rd,1
BC161,R00067PN,Banga-Polot-an-Pototan Pob Rd,1
BC175,R00068CB,Antonio y De Pio H-way,1
BC194,R00068LT,Dayhagan-Salvacion-Coob-Libertad Rd,1
BC152,R00068LZ,Juban-Magallanes Rd,1
BC153,R00068LZ,Juban-Magallanes Rd,1
BC202,R00068MN,Jct Sayre H-way-Impasugong-Patulangan By-Pass Rd,1
BC168,R00068NR,Bacolod North Rd (Old Route),1
BC164,R00068PN,Banga Bante-Banga-Polot-an-Barotac Nuevo Rd,1
BC162,R00068PN,Banga Bante-Banga-Polot-an-Barotac Nuevo Rd,1
BC161,R00068PN,Banga Bante-Banga-Polot-an-Barotac Nuevo Rd,1
BC327,R00069CB,AC Cortes Ave,1
BC193,R00069LT,Sn Isidro-Daja Rd,1
BC171,R00069NR,Don Jorge Araneta-Ayungon-Yungue-Gurrea-La Carlota City Rd,1
BC327,R00070CB,M Logarta Rd,1
BC201,R00070LT,Avenida Veteranos St,1
BC146,R00070LZ,Iriga City-Sn Isidro-Sagrada-Sn Ramon-Hanawan Rd,1
BC170,R00070NR,Kabankalan-Bayawan Bdry Rd,1
BC163,R00070PN,Balasan-Carles Rd,1
BC327,R00071CB,F Cabahug St,1
BC201,R00071LT,Burgos St,1
BC127,R00071MR,Mindoro Oriental/Occidental East Coastal Rd,1
BC121,R00071MR,Mindoro Oriental/Occidental East Coastal Rd,1
BC170,R00071NR,Dancalan-Candoni-Damutan Valley Rd,1
BC163,R00071PN,Iloilo East Coast-Estancia Wharf Rd,1
BC327,R00072CB,UN Avenue (CB),1
BC201,R00072LT,Justice Romualdez St,1
BC003,R00072LZ,Kabugao-Pudtol-Luna-Cagayan Bdry Rd,1
BC002,R00072LZ,Kabugao-Pudtol-Luna-Cagayan Bdry Rd,1
BC122,R00072MR,PC Barracks Rd (MR),1
BC163,R00072PN,Sn Dionisio-Capinang Rd,1
BC180,R00073CB,Cebu North Hagnaya Wharf Rd (Old Route),1
BC201,R00073LT,Magsaysay Blvd,1
BC122,R00073MR,Cadre Rd,1
BC163,R00073PN,Concepcion-Sn Dionisio Rd,1
BC177,R00074CB,Toledo-Pinamungahan-Aloguinsan-Mantalongon Rd,1
BC201,R00074LT,Rizal Ave (R00074LT),1
BC003,R00074LZ,Claveria-Calanasan-Kabugao Rd,1
BC122,R00074MR,Calapan Airport Rd,1
BC163,R00074PN,Sara-Concepcion Rd,1
BC177,R00075CB,Carcar-Barili Rd,1
BC201,R00075LT,Trece Martirez St,1
BC122,R00075MR,Governor-Murphy St,1
BC163,R00075PN,Ajuy-Jamul-awon-Concepcion Rd,1
BC177,R00076CB,Barili-Mantayupan Rd,1
BC191,R00076LT,Tacloban-Baybay South Rd (Tanauan Sect),1
BC002,R00076LZ,Abbut-Conner Rd,1
BC163,R00076PN,Sara-Sn Dionisio Rd,1
BC175,R00077CB,Toledo-Tabuelan-Sn Remigio Rd,1
BC177,R00077CB,Toledo-Tabuelan-Sn Remigio Rd,1
BC200,R00077LT,Tomas Oppus St,1
BC002,R00077LZ,Conner-Kabugao Rd,1
BC163,R00077PN,Sara PNP Barracks Rd,1
BC195,R00078LT,Abuyog-Silago Rd,1
BC315,R00078LT,Abuyog-Silago Rd,1
BC180,R00079CB,Sogod-Tabuelan Rd,1
BC175,R00079CB,Sogod-Tabuelan Rd,1
BC191,R00079LT,Kiling-Tanauan-Tabontabon-Julita Rd,1
BC192,R00079LT,Kiling-Tanauan-Tabontabon-Julita Rd,1
BC163,R00079PN,Sn Rafael-Dumarao Rd,1
BC198,R00079SM,Calbayog City Coastal Rd,1
BC175,R00080CB,Bogo-Polambato Wharf Rd,1
BC315,R00080LT,Daang Maharlika (Old Route),1
BC054,R00080LZ,Kennon Rd,1
BC005,R00080LZ,Kennon Rd,1
BC004,R00080LZ,Kennon Rd,1
BC163,R00080PN,Barotac Viejo-Sn Rafael  Rd,1
BC201,R00081LT,"Gov Benjamin ""Kokoy"" T Romualdez Div Rd",1
BC004,R00081LZ,Gov Pack Rd,1
BC202,R00081MN,Jct SH-Carillo-Capitol Rd,1
BC184,R00082CB,Cebu Circumferencial Rd (Salvador St),1
BC200,R00082LT,"Buenavista-Asuncion, Maasin City (Bontoc-Maasin)",1
BC004,R00082LZ,Session Rd #1,1
BC202,R00082MN,Jct Capitol-Hospital Rd,1
BC196,R00082SM,Maharlika Highway (Sn Isidro-Sn Juanico Br),1
BC198,R00082SM,Maharlika Highway (Sn Isidro-Sn Juanico Br),1
BC199,R00082SM,Maharlika Highway (Sn Isidro-Sn Juanico Br),1
BC184,R00083CB,Cebu Circumferencial Rd (Happy Valley Rd),1
BC004,R00083LZ,Magsaysay Ave (Trinidad Rd) West Service Rd,1
BC202,R00083MN,Jct SH-Impalambong-Old Casisang Rd,1
BC184,R00084CB,Cebu Circumferencial Rd (Katipunan St),1
BC004,R00084LZ,Quirino H-Way (Baguio-Bauang),1
BC202,R00084MN,Jct Impalambong-Cadre Barracks Rd,1
BC165,R00084PN,Iloilo-Jaro Diversion Rd,1
BC184,R00085CB,Cebu Circumferencial Rd (F Llamas St),1
BC004,R00085LZ,Kayang Ext,1
BC202,R00085MN,Jct SH-JP Rizal-Carillo-Capitol-DPWH Rd,1
BC165,R00085PN,Iznart-Ledesma-Molo Rd,1
BC183,R00086CB,MacArthur Blvd,1
BC202,R00086MN,Jct SH-Casisang-Malaybalay Airport Rd,1
BC165,R00086PN,JM Basa-Gen Hughes Port-Sn Pedro Rd,1
BC327,R00087CB,Canduman-Cebu North Rd,1
BC004,R00087LZ,Chuntug #1,1
BC165,R00087PN,Mandurriao-Sn Miguel Rd,1
BC004,R00088LZ,Abanao Rd,1
BC202,R00088MN,Jct SH Aglayan-Zamboanguita Rd,1
BC165,R00088PN,Molo-Mandurriao Rd,1
BC004,R00089LZ,Abanao Ext,1
BC165,R00089PN,La Paz-Jaro Rd,1
BC183,R00090CB,M Velez St.,1
BC184,R00090CB,M Velez St.,1
BC004,R00090LZ,Kisad Rd,1
BC206,R00090MN,Jct SH-Aglayan-Alanib-Ticalaan Rd (Aglayan-Basak),1
BC202,R00090MN,Jct SH-Aglayan-Alanib-Ticalaan Rd (Aglayan-Basak),1
BC165,R00090PN,La Paz-Lapuz Rd,1
BC184,R00091CB,Tupas St.,1
BC005,R00091LZ,Marcos Hi-way,1
BC004,R00091LZ,Marcos Hi-way,1
BC165,R00091PN,Airport Spur Rd,1
BC327,R00092CB,Mandaue Flyover,1
BC004,R00092LZ,Sto Tomas-Mt Cabuyo Rd,1
BC202,R00092MN,Jct SH-Bangcud-Mailag Rd (By-Pass Rd),1
BC203,R00092MN,Jct SH-Bangcud-Mailag Rd (By-Pass Rd),1
BC165,R00092PN,Mandurriao-Jaro Rd,1
BC183,R00093CB,Archbishop Reyes Flyover 1,1
BC004,R00093LZ,Govt Ctr Cut-Off Rd,1
BC165,R00093PN,Iloilo Airport Direct Rd,1
BC183,R00094CB,Archbishop Reyes Flyover 2,1
BC004,R00094LZ,Session Rd #2,1
BC165,R00094PN,Muelle Loney Marginal Wharf Rd,1
BC176,R00095CB,Tabunok Flyover,1
BC004,R00095LZ,Military Cut-off Rd,1
BC206,R00095MN,Misamis Or-Bukidnon-Agusan Rd,1
BC165,R00095PN,Blumentritt St (PN),1
BC183,R00096CB,Osmeña Blvd,1
BC004,R00096LZ,Loakan Rd,1
BC206,R00096MN,CDO City-Dominorog-Camp Kibaritan Rd,1
BC165,R00096PN,La Paz-La Granja Rd,1
BC327,R00097CB,Subang Daku Flyover,1
BC004,R00097LZ,Major Mane Rd,1
BC206,R00097MN,Jct SH-Sn Miguel-Del Monte Airport Rd,1
BC165,R00097PN,Jaro Spur Rd,1
BC184,R00098CB,Cebu-Guadalupe Rd,1
BC004,R00098LZ,Balatoc Rd,1
BC184,R00099CB,Magallanes St.,1
BC183,R00099CB,Magallanes St.,1
BC004,R00099LZ,PMA Rd,1
BC206,R00099MN,Jct SH-Aglayan-Alanib-Ticalaan Road (Ticalaan-Paganan Sect),1
BC165,R00099PN,West Avenue,1
BC177,R00100CB,Cebu-Toledo Wharf Rd (Jct Naga-Uling),1
BC176,R00100CB,Cebu-Toledo Wharf Rd (Jct Naga-Uling),1
BC191,R00100LT,Palo West Bypass Rd,1
BC004,R00100LZ,Harrison Rd No 1,1
BC177,R00101CB,Cebu-Toledo Wharf Rd (Uling-Toledo Wharf),1
BC191,R00101LT,Palo East Bypass Rd,1
BC004,R00101LZ,Harrison Rd No 2,1
BC165,R00101PN,Arroyo St,1
BC183,R00102CB,ML Quezon St,1
BC327,R00102CB,ML Quezon St,1
BC004,R00102LZ,Zandueta St,1
BC165,R00102PN,Molo By-Pass Rd,1
BC183,R00103CB,AS Fortuna St,1
BC327,R00103CB,AS Fortuna St,1
BC004,R00103LZ,Kayang St,1
BC204,R00103MN,Bukidnon-Davao City Rd,1
BC165,R00103PN,Arevalo By-Pass Rd,1
BC327,R00104CB,Hernan Cortes St,1
BC004,R00104LZ,Chuntug #2,1
BC204,R00104MN,Maramag-Maradugao Rd,1
BC203,R00104MN,Maramag-Maradugao Rd,1
BC165,R00104PN,Mandurriao-Emergency Rd,1
BC327,R00105CB,Mandaue Causeway (Ouano Ave),1
BC201,R00105LT,Tacloban City Bypass Rd,1
BC004,R00105LZ,PMA Cut Off Rd 1,1
BC204,R00105MN,Kibawe-Kadingilan-Kalilangan Rd,1
BC203,R00105MN,Kibawe-Kadingilan-Kalilangan Rd,1
BC165,R00105PN,Duran St,1
BC327,R00106CB,Cansaga Bay Bridge,1
BC181,R00106CB,Cansaga Bay Bridge,1
BC004,R00106LZ,PMA Cut Off Rd 2,1
BC203,R00106MN,Kalilangan-Lampanusan Rd,1
BC165,R00106PN,I. De la Rama St,1
BC181,R00107CB,Consolacion-Tayud-Liloan Rd,1
BC180,R00107CB,Consolacion-Tayud-Liloan Rd,1
BC004,R00107LZ,Leonard Wood Rd,1
BC203,R00107MN,Barandias-Dominorog Rd,1
BC206,R00107MN,Barandias-Dominorog Rd,1
BC165,R00107PN,Mandurriao-Pakiad Road,1
BC327,R00108CB,Marcelo B. Fernan Br. & Approaches,1
BC182,R00108LP,Marcelo B. Fernan Br. & Approaches,1
BC004,R00108LZ,Pacdal Rd,1
BC203,R00108MN,Jct Maradugao-Camp Kibaritan-Dominorog Rd,1
BC165,R00108PN,North Marginal Wharf Rd,1
BC182,R00109LP,Marcelo B Fernan Viaduct,1
BC004,R00109LZ,Chanum St,1
BC204,R00109MN,Jct Dologon-Busco-Quezon Rd,1
BC155,R00109PN,Bugo-Gen Fullon Rd,1
BC327,R00110CB,Marcelo B Fernan Br. access Rd to and from Mini Park,1
BC001,R00110LZ,Abra-Ilocos Norte Rd,1
BC204,R00110MN,Jct Dologon-Panadtalan,1
BC327,R00111CB,Ouano Ave.,1
BC001,R00111LZ,Abra-Ilocos Sur Rd,1
BC243,R00111MN,Butuan City-Cagayan de Oro City-Iligan City Rd,1
BC216,R00111MN,Butuan City-Cagayan de Oro City-Iligan City Rd,1
BC217,R00111MN,Butuan City-Cagayan de Oro City-Iligan City Rd,1
BC208,R00111MN,Butuan City-Cagayan de Oro City-Iligan City Rd,1
BC207,R00111MN,Butuan City-Cagayan de Oro City-Iligan City Rd,1
BC184,R00112CB,N. Bacalso Ave.,1
BC001,R00112LZ,Abra-Kalinga Rd,1
BC327,R00113CB,Mayor Demetrio M. Cortes Ave.,1
BC001,R00113LZ,Abra-Cervantes Rd,1
BC208,R00113MN,Cugman By-Pass Rd,1
BC001,R00114LZ,Bangued Cadre Rd,1
BC208,R00114MN,Jct Natl H-Way-Camp Alagar Rd,1
BC001,R00115LZ,Lagangilang Access Rd,1
BC165,R00115PN,Iloilo City Flyover,1
BC005,R00116LZ,Baguio-Bontoc Rd,1
BC006,R00116LZ,Baguio-Bontoc Rd,1
BC011,R00116LZ,Baguio-Bontoc Rd,1
BC164,R00116PN,Leganes-Sta. Barbara Rd,1
BC006,R00117LZ,Abatan-Mankayan-Cervantes Rd,1
BC208,R00117MN,Don A Velez St,1
BC164,R00117PN,New Lucena-Sta. Barbara Rd,1
BC201,R00118LT,Maharlika Highway (LT),1
BC191,R00118LT,Maharlika Highway (LT),1
BC192,R00118LT,Maharlika Highway (LT),1
BC195,R00118LT,Maharlika Highway (LT),1
BC315,R00118LT,Maharlika Highway (LT),1
BC005,R00118LZ,Benguet-Nueva Vizcaya Rd,1
BC207,R00118MN,Carmen-Patag-Bulua Rd,1
BC208,R00118MN,Carmen-Patag-Bulua Rd,1
BC165,R00118PN,Jalandoni Flyover,1
BC201,R00119LT,Maharlika Highway (Sn Juanico Br),1
BC207,R00119MN,Liceo de Cagayan By-Pass Rd,1
BC165,R00119PN,Jereos St,1
BC005,R00120LZ,Baguio-Itogon Rd,1
BC207,R00120MN,CDO-Airport-Bukidnon Rd,1
BC165,R00120PN,Delgado St,1
BC005,R00121LZ,Itogon-Dalupirip-Sn Manuel Bdry Rd,1
BC207,R00121MN,Lumbia-Uguiaban By-Pass Rd,1
BC165,R00121PN,Molo Blvd,1
BC207,R00122MN,Lumbia-Airport Entrance,1
BC165,R00122PN,Timawa Ave,1
BC208,R00123MN,North Divisoria (T Neri St-NA Velez-Burgos St),1
BC165,R00123PN,La Paz Deep Sea Water Port Rd,1
BC005,R00124LZ,Baguio-Bauang Rd,1
BC208,R00124MN,South Divisoria (RN Abejuela St-Corrales St),1
BC165,R00124PN,Rizal St (City Proper),1
BC165,R00125PN,Rizal St (La Paz),1
BC005,R00126LZ,Pico-Lamtang Rd,1
BC207,R00126MN,CDO-Cadre Rd,1
BC157,R00126PN,Lanot-Loctugan-Panitan Bdry Rd,1
BC005,R00127LZ,Kennon-Agat Rd,1
BC207,R00127MN,CDO-Cadre Circumferential Ext Rd,1
BC157,R00127PN,Roxas City-Cagay-Sibaguan-Balijuagan-Cudian-Ivisan Rd,1
BC158,R00127PN,Roxas City-Cagay-Sibaguan-Balijuagan-Cudian-Ivisan Rd,1
BC005,R00128LZ,City Limit-Sto Tomas Rd,1
BC207,R00128MN,Jct Natl H-Way-Bulua Rd,1
BC165,R00128PN,Cubay-Balabago Rd,1
BC005,R00129LZ,PA Cadre Rd,1
BC208,R00129MN,CDO-Port Rd,1
BC155,R00129PN,PC Barracks Rd,1
BC005,R00130LZ,Benguet Provl Natl Rd,1
BC165,R00130PN,"Sen. Benigno S. Aquino, Jr. Ave",1
BC164,R00130PN,"Sen. Benigno S. Aquino, Jr. Ave",1
BC007,R00131LZ,Nueva Vizcaya-Ifugao-Mt Province Rd,1
BC008,R00131LZ,Nueva Vizcaya-Ifugao-Mt Province Rd,1
BC217,R00131MN,Gingoog-Claveria-Villanueva Rd,1
BC216,R00131MN,Gingoog-Claveria-Villanueva Rd,1
BC165,R00131PN,"Sen Benigno S. Aquino, Jr. Ave (Service Road)",1
BC008,R00132LZ,Banaue-Hungduan-Benguet Bdry Rd,1
BC007,R00132LZ,Banaue-Hungduan-Benguet Bdry Rd,1
BC216,R00132MN,Gingoog-Wharf Rd,1
BC158,R00132PN,Bingawan-Tapaz Rd,1
BC008,R00133LZ,Banaue-Mayoyao-A Lista-Isabela Bdry Rd,1
BC165,R00133PN,President Corazon C. Aquino Ave.,1
BC164,R00133PN,President Corazon C. Aquino Ave.,1
BC160,R00133PN,President Corazon C. Aquino Ave.,1
BC008,R00134LZ,Jct Potia-Mt Province Bdry Rd,1
BC165,R00134PN,Metro Iloilo Radial Rd (R4 Bypass Rd),1
BC164,R00134PN,Metro Iloilo Radial Rd (R4 Bypass Rd),1
BC007,R00135LZ,Jct Natl Rd-Lagawe PNP Rd,1
BC314,R00135PN,Kalibo Circumferential Rd,1
BC154,R00135PN,Kalibo Circumferential Rd,1
BC007,R00136LZ,Jct Natl Rd-ICAT,1
BC161,R00136PN,Cabatuan Bypass Rd,1
BC008,R00137LZ,Jct Natl Rd-Banaue PC/Army Barracks Rd,1
BC216,R00137MN,Medina By-Pass Rd,1
BC162,R00137PN,Barotac Nuevo Bypass Rd,1
BC008,R00138LZ,Jct Natl Rd-Banaue BTTI Hotel,1
BC216,R00138MN,Talisayan By-Pass Rd,1
BC154,R00138PN,Altavas Bypass Rd,1
BC012,R00139LZ,Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd,1
BC216,R00139MN,Kinoguitan By-Pass Rd,1
BC314,R00139PN,Makato Bypass Rd,1
BC216,R00140MN,Looc-Salay By-Pass Rd,1
BC314,R00140PN,Tangalan Bypass,1
BC012,R00141LZ,Kalinga-Abra Rd,1
BC216,R00141MN,Dampil-Lagonglong By-Pass Rd,1
BC154,R00141PN,Banga Bypass,1
BC216,R00142MN,Lagonglong By-Pass Rd,1
BC162,R00142PN,Dumangas-Barotac Nuevo Rd,1
BC009,R00143LZ,Tabuk-Banawe via Tanudan-Barlig Rd,1
BC216,R00143MN,Balingasag By-Pass Rd,1
BC157,R00143PN,Roxas City Circumferential Rd (C1),1
BC009,R00144LZ,Bulanao-Paracelis Rd,1
BC217,R00144MN,Jasaan By-Pass Rd,1
BC009,R00145LZ,Nambaran-Isabela Rd,1
BC217,R00145MN,Kimaya-Solana By-Pass Rd,1
BC217,R00146MN,Tagoloan By-Pass Rd,1
BC011,R00147LZ,Mt Province-N Vizcaya Rd,1
BC217,R00147MN,Amoros-Taytay By-Pass Rd,1
BC011,R00148LZ,Mt Prov-Cagayan via Tabuk-Enrile Rd,1
