"Future
Section ID","Future
Bridge ID","Future
Bridge Name",Selection
FS32819MN,FB49215MN,New Br. 2,0
FS00009MN,FB00046MN,Mabaus Br.,0
FS20281MN,FB49500MN,Br. 1,0
FS00009MN,FB00047MN,Lanatad Br.,0
FS15123MN,FB49223MN,Davao - Bucana Br.,0
FS20281MN,FB20282MN,Bridge 1,0
FS20281MN,FB20288MN,Bridge 1,0
FS20281MN,FB22281MN,Bridge 1,0
FS20281MN,FB20281MN,Bridge 1,0
FS20281MN,FB22282MN,Bridge 2,0
FS20281MN,FB22283MN,Bridge 1,0
FS15123MN,FB49220MN,Talomo - Matina Br.,0
FS15515MN,FB15215MN,Bridge 1,0
FS15515MN,FB15217MN,Bridge 3,0
FS15119MN,FB15119MN,Bridge 1,0
FS15140MN,FB15141MN,Bridge 2,0
FS15140MN,FB18040MN,Bridge 1,0
FS15123MN,FB00178MN,Davao City Coastal Br.6,0
FS15123MN,FB00180MN,Davao City Coastal Br.8,0
FS15123MN,FB49222MN,Davao City Coastal Br.5,0
FS15123MN,FB49218MN,Davao City Coastal Br.2,0
FS15123MN,FB49219MN,Davao City Coastal Br.3,0
FS15123MN,FB00179MN,Davao City Coastal Br.7,0
FS20006MN,FB20008MN,Bridge 3,0
FS20006MN,FB20007MN,Bridge 2,0
FS15123MN,FB49221MN,Davao City Coastal Br.4,0
FS15123MN,FB00181MN,Davao City Coastal Br.9,0
FS20006MN,FB20006MN,Bridge 1,0
FS15123MN,FB49217MN,Davao City Coastal Br.1,0
FS92765MN,FB92766MN,Bridge 1,0
FS92765MN,FB92767MN,Bridge 1,0
FS15515MN,FB15515MN,Bridge 2025,0
FS15123MN,FB00182MN,Davao City Coastal Br.10,0
FS15123MN,FB00187MN,Davao City Coastal Br.14,0
FS15123MN,FB00184MN,Davao City Coastal Br.11,0
FS15123MN,FB00185MN,Davao City Coastal Br.15,0
FS15123MN,FB00186MN,Davao City Coastal Br.13,0
FS15515MN,FB15222MN,Suadan Bridge,0
FS32810MN,FB49204MN,New Br. 2,0
FS82022MN,FB82022MN,Samal Island Davao Connector Br.,0
FS20006MN,FB20011MN,Overpass II-OV3,0
FS32810MN,FB49203MN,Panaga Br. I,0
FS32810MN,FB26314MN,Colosas Br.1,0
FS32810MN,FB26315MN,Panaga Br. II,0
S00039MN,FB00040MN,Bangkal-Matina Flyover,0
FS32812MN,FB49208MN,New Br. 4,0
FS32812MN,FB49205MN,New Br. 1,0
FS32812MN,FB13735MN,New Br. 2,0
FS15120MN,FB15120MN,Bridge 1,0
FS15114MN,FB15114MN,Bridge 1,0
FS20006MN,FB20009MN,Davao City Bypass Flyover,0
FS32803MN,FB49201MN,Davao Br.,0
FS22307MN,FB00188MN,Flyover,0
FS92765MN,FB92765MN,Davao City Diversion Road Br.,0
FS33000MN,FB49500MN,Br. 1,0
FS32814MN,FB49212MN,New Br. 1,0
FS15115MN,FB15216MN,Bridge 2,0
FS15115MN,FB15115MN,Bridge 1,0
FS32829MN,FB49216MN,Bridge 1,0
FS15113MN,FB15113MN,Bridge 1,0
FS32814MN,FB00621MN,Tibungol Br.,0
FS32806MN,FB32806MN,Bridge 1,0
FS20006MN,FB20010MN,"Communal Creek Br (Southbound, Northbound)",0
FS32807MN,FB49202MN,Tulay ng Pangulo Br.,0
FS15116MN,FB15218MN,Bridge 3,0
FS15116MN,FB15116MN,Bridge 1,0
FS15116MN,FB15117MN,Bridge 2,0
FS32821MN,FB49209MN,Matina Pangi Br.1,0
FS32821MN,FB49210MN,Matina Pangi Br.2,0
FS32825MN,FB49211MN,Bridge 1,0
FS32825MN,FB49505MN,Bridge 2,0
FS32825MN,FB21131MN,Bridge 2021 A,0
FS00030MN,FB00108MN,Viaduct,0
FS00030MN,FB00109MN,Talomo Br. 5,0
FS00030MN,FB00620MN,Talomo Br. 4,0
FS32826MN,FB00043MN,Bridge 1,0
FS32826MN,FB00044MN,Bridge 2,0
FS32826MN,FB21129MN,Bridge 2021 A,0
FS32826MN,FB21130MN,Bridge 2021 B,0
FS00030MN,FB00619MN,Matina Aplaya Br. 2,0
FS23851MN,FB00174MN,Br. 1,0
FS31803MN,FB21709MN,Bridge 3,0
FS31803MN,FB47708MN,Bridge 2,0
FS31803MN,FB47707MN,Bridge 1,0
FS20250MN,FB20251MN,Naboc Br.,0
FS15111MN,FB15511MN,Bridge 1,0
FS47703MN,FB47703MN,Bridge 1,0
FS47703MN,FB47701MN,Bridge 1,0
FS20254MN,FB20254MN,Bridge 1,0
FS20250MN,FB20250MN,Bridge 2019_A,0
FS15111MN,FB57136MN,Br. 1_2023,0
FS15111MN,FB47718MN,Dumlan Br.,0
FS15111MN,FB47721MN,Gabanan Br.,0
FS15111MN,FB47720MN,Sawangan Br.,0
FS15111MN,FB58003MN,Bridge 1_2024,0
FS15111MN,FB47719MN,Magallanes Br.,0
FS20254MN,FB47723MN,Lower Ulip Br.,0
FS15111MN,FB47717MN,Concepcion Br.,0
FS30109MN,FB30109MN,Bridge 1,0
FS30109MN,FB30110MN,Bridge 2,0
FS20254MN,FB47722MN,Inambatan Br. II,0
FS30109MN,FB47726MN,Buoy Br.,0
FS20469MN,FB33031MN,Baobo Br,0
FS20469MN,FB20469MN,Logom Br.,0
FS30109MN,FB47727MN,Kili-kili Br.,0
FS20266MN,FB20266MN,Bridge 2019_A,0
FS20262MN,FB20262MN,Bridge 1,0
FS20308MN,FB20308MN,Bridge 1,0
FS20248MN,FB00656MN,Bridge 1,0
FS31804MN,FB47704MN,Bridge 1,0
FS31804MN,FB47706MN,Bridge 3,0
FS31804MN,FB47705MN,Bridge 2,0
FS20262MN,FB47724MN,Kelagding Br.,0
FS20308MN,FB47725MN,Piasusuan Br.,0
FS31801MN,FB47701MN,Bridge 1,0
FS31801MN,FB47702MN,Bridge 2,0
FS15191MN,FB15596MN,Bridge 1,0
FS15191MN,FB15193MN,Bridge 3,0
FS15191MN,FB15595MN,Bridge 5,0
FS15191MN,FB33027MN,Bridge 7,0
FS15191MN,FB33029MN,Bridge 9,0
FS15191MN,FB15591MN,Bridge 1,0
FS15191MN,FB33025MN,Bridge 4,0
FS15191MN,FB15594MN,Bridge 4,0
FS15191MN,FB33028MN,Bridge 8,0
FS15191MN,FB15191MN,Bridge 1,0
FS15191MN,FB17691MN,Bridge 3,0
FS15191MN,FB15592MN,Bridge 2,0
FS15191MN,FB33026MN,Bridge 5,0
FS15191MN,FB15235MN,Bridge 2,0
FS15191MN,FB00100MN,Bridge 1,0
FS15191MN,FB47716MN,Mainit Br.,0
FS15191MN,FB47715MN,Masara Br.,0
FS15191MN,FB47718MN,Dumlan Br.,0
FS15191MN,FB47712MN,Bulabod Br.,0
FS15191MN,FB47713MN,Tagbaros Br.I,0
FS15191MN,FB47719MN,Magallanes Br.,0
FS15191MN,FB47717MN,Concepcion Br.,0
FS15191MN,FB47714MN,Tagbaros Br.II,0
FS15191MN,FB47711MN,Caragang Br. I,0
FS15191MN,FB47709MN,Tagdalongdong Br. I,0
FS15191MN,FB47710MN,Tagdalongdong Br. II,0
FS34003MN,FB00035MN,Bridge 1,0
FS34004MN,FB51015MN,Bridge 1,0
FS34004MN,FB51016MN,Bridge 2,0
S00221MN,FB50001MN,Glamang Br.,0
FS20315MN,FB20315MN,Bridge 2019_A,0
S00227MN,FB01802MN,Kiblis Br.,0
S00227MN,FB01803MN,Kitagas Br.,0
FS34001MN,FB51002MN,Bridge 2,0
FS34001MN,FB51006MN,Bridge 6,0
FS34001MN,FB51005MN,Bridge 5,0
FS34001MN,FB51004MN,Bridge 4,0
FS34001MN,FB51001MN,Bridge 1,0
FS34001MN,FB51003MN,Bridge 3,0
FS34001MN,FB51009MN,Bridge 9,0
FS34001MN,FB51008MN,Bridge 8,0
FS34001MN,FB51007MN,Bridge 7,0
FS60078MN,FB60131MN,Buntalan Br.,0
FS15195MN,FB15195MN,Bridge 1,0
FS34202MN,FB25251MN,Br. 2,0
FS34202MN,FB51302MN,Bridge 1,0
FS34202MN,FB32347MN,Bridge 2,0
FS85002MN,FB85001MN,Bridge No. 1 (Simuay River),0
FS85002MN,FB85002MN,Bridge No. 2 (Matingen Creek),0
FS85002MN,FB85005MN,Bridge No. 2 (Matingen Creek),0
FS20483MN,FB51301MN,Bridge 1,0
FS20483MN,FB01801MN,Bridge 1,0
FS03234MN,FB13234MN,Bridge 1,0
S00702MN,FB02272MN,Diwatex Parallel Br.,0
S00702MN,FB02271MN,Guibato Parallel Br.,0
S00701MN,FB02270MN,Mt. Sinai Parallel Br.,0
FS03235MN,FB13235MN,Bridge 1,0
FS03235MN,FB30235MN,Tarbong Br.,0
FS32344MN,FB32355MN,Br. 1,0
FS32344MN,FB85100MN,Br. 2,0
FS34404MN,FB51602MN,Bridge 1,0
FS34404MN,FB51603MN,Bridge 3,0
FS32342MN,FB32354MN,Br. 1,0
S00825MN,FB32346MN,Montay Br.,0
FS34401MN,FB51603MN,Bridge 3,0
FS34401MN,FB51601MN,Bridge 1,0
S00825MN,FB32345MN,Polayagan Br.,0
FS34401MN,FB51602MN,Bridge 2,0
S00791MN,FB01800MN,Batiocan Br.,0
S00842MN,FB32344MN,Sinawingan Br.,0
S00791MN,FB11791MN,Pagalungan Parallel Br.,0
S00791MN,FB51604MN,Lindongan Flat Slab Br.,0
FS36202MN,FB00064MN,Br. 1,0
FS12807MN,FB18807MN,Bridge 1,0
FS12807MN,FB21807MN,Bridge 2,0
FS36203MN,FB00065MN,Br.1,0
FS36203MN,FB00066MN,Br.2,0
FS00288MN,FB50590MN,Bridge 5,0
FS00288MN,FB00634MN,Bridge 4,0
FS00288MN,FB00590MN,Bridge 2,0
FS00288MN,FB00599MN,Bridge 3,0
FS00288MN,FB00589MN,Bridge 1,0
FS12807MN,FB53705MN,Tubay Br.,0
FS33347MN,FB00063MN,Br. 1,0
FS12807MN,FB53706MN,Caasinan Br.,0
FS12807MN,FB53704MN,Cabawaya Br.,0
S00397MN,FB51026MN,Magus Parallel Br.,0
S00390MN,FB54106MN,Olave Parallel Br.,0
FS00860MN,FB00632MN,Buhang Br.,0
FS00860MN,FB00633MN,Banza Br. 3,0
S00396MN,FB00605MN,Rizal Br. (Parallel),0
S00396MN,FB00606MN,Sangay Br. (Parallel),0
S00396MN,FB54105MN,Guinabsan Parallel Br.,0
FS00858MN,FB00631MN,Bunga Br.,0
FS11146MN,FB51027MN,Lusong Br.,0
FS00858MN,FB00630MN,Colorado Br.,0
FS11146MN,FB51028MN,Danburite Br.,0
FS00807MN,FB00629MN,Bridge 1,0
FS00389MN,FB00604MN,Bridge 1,0
FS36302MN,FB00378MN,Br.4,0
FS36302MN,FB00377MN,Br.3,0
FS36302MN,FB00376MN,Br.2,0
FS36302MN,FB00375MN,Br.1,0
S00399MN,FB00607MN,Puyo Br. (Parallel),0
S00399MN,FB54104MN,Paypay Parallel Br.,0
S00399MN,FB02013MN,Sta. Ana Parallel Br.,0
S00399MN,FB30036MN,Puyo Br. (Parallel Br.),0
S00399MN,FB00278MN,Paypay Twin Parallel Br.,0
FS00388MN,FB00603MN,Bridge 2,0
FS00388MN,FB00602MN,Bridge 1,0
FS15211MN,FB15211MN,Bridge 1,0
FS20488MN,FB13238MN,Bugabos Br.,0
FS14029MN,FB00410MN,Calaitan Br.,0
S00391MN,FB02012MN,Kinabjangan Parallel Br.,0
FS14029MN,FB14029MN,Simbalan Dulag Section Bridge 1,0
FS14029MN,FB24029MN,Simbalan Dulag Section Bridge 2,0
FS36204MN,FB00067MN,Br.1,0
FS15001LZ,FB14998LZ,Bridge 2019_C,0
FS15001LZ,FB14999LZ,Bridge 2019_B,0
FS15001LZ,FB15000LZ,Bridge 2019_A,0
FS00001LZ,FB00001LZ,Bridge 1,0
FS40004LZ,FB40040LZ,Bridge 2019_A,0
FS01000LZ,FB18597LZ,Bridge 1,0
FS01000LZ,FB18598LZ,Bridge 1,0
FS96715LZ,FB15215LZ,Bridge1,0
FS72023LZ,FB72023LZ,Marcos Highway-St. Mary Ave. Br.,0
FS15216LZ,FB15216LZ,Bridge1,0
FS15214LZ,FB15214LZ,C-5 Kalayaan and C-5 Bagong Ilog,0
FS01000LZ,FB20211LZ,Sta. Monica-Lawton Bridge,0
FS72024LZ,FB72024LZ,Homeowners Drive - A. Bonifacio Ave. Br.,0
FS01000LZ,FB20212LZ,Lawton Avenue-Global City Viaduct,0
FS44521LZ,FB44521LZ,Ortigas Ave. - Santolan Road Interchange Project,0
FS96715LZ,FB96715LZ,"C-2 (Gov. Forbes) St./ R-7 (España St.) Interchange Project, Manila City",0
FS20490MN,FB00077MN,Br.3,0
FS20490MN,FB00079MN,Br.5,0
FS20490MN,FB00078MN,Br.4,0
FS20490MN,FB00082MN,Br.8,0
FS20490MN,FB00081MN,Br.7,0
FS20490MN,FB00080MN,Br.6,0
FS15132MN,FB57071MN,Br. 1_2023,0
FS50011MN,FB51050MN,Esperanza Br.,0
S00460MN,FB30460MN,Lucena Br. I,0
FS20490MN,FB20490MN,Adtolawun Br.,0
FS00847MN,FB00645MN,Enabe Br.,0
FS15132MN,FB00561MN,Talacogon Bypass Br. 1,0
FS15205MN,FB15205MN,Bridge 1,0
S00446MN,FB54607MN,Andanan Parallel Br.,0
S00446MN,FB00601MN,Gibong Br. (Parallel Br.),0
FS15132MN,FB15132MN,"Gov. Democrito O. Plaza, Sr. Bridge II",0
S00446MN,FB00600MN,Andanan Br. (Parallel Br.),0
FS15202MN,FB15237MN,Bridge 1,0
FS36402MN,FB54608MN,Alex Br.,0
FS15201MN,FB35201MN,Bridge 1,0
FS15201MN,FB15201MN,Bridge 4,0
FS00158MN,FB00075MN,Isla Br.,0
FS15201MN,FB54606MN,Padiay Br.,0
FS00158MN,FB00076MN,Alon Br.,0
FS00158MN,FB00074MN,Luna Br.,0
FS00848MN,FB00646MN,Bridge 1,0
FS00848MN,FB00647MN,Bridge 2,0
FS15203MN,FB15223MN,Bridge 1,0
FS15203MN,FB33014MN,Bridge 1,0
FS15128MN,FB57030MN,Br. 1_2023,0
FS15128MN,FB00156MN,Gov. Valentina G. Plaza Br.1,0
FS15128MN,FB00158MN,"Gov. Valentina G. Plaza, Br.2",0
FS15128MN,FB00144MN,"Gov. Democrito O. Plaza, Sr. Br.1",0
FS15128MN,FB00157MN,"Gov. Democrito O. Plaza, Sr. Br.2",0
FS50009MN,FB00162MN,Dasig Br.,0
FS50009MN,FB00163MN,Ember Br.,0
FS50009MN,FB00165MN,Gambin Br.,0
FS50009MN,FB51037MN,Atilol Br. 1,0
FS50009MN,FB51039MN,Atilol Br. 3,0
FS50009MN,FB51040MN,Atilol Br. 4,0
FS50009MN,FB51038MN,Atilol Br. 2,0
FS50009MN,FB51041MN,Atilol Br. 5,0
FS50009MN,FB00161MN,Crisanto Br.,0
FS50009MN,FB00160MN,Bartolome Br.,0
FS50009MN,FB00164MN,Frauleene Br.,0
FS95010MN,FB00340MN,Br. 1,0
FS00159MN,FB00085MN,Likha Br.1,0
FS20326MN,FB20326MN,Bridge 1,0
FS00159MN,FB00086MN,Likha Br.2,0
FS20326MN,FB57052MN,Br. 1_2023,0
S00464MN,FB00265MN,Bitaogan Parallel Br.,0
S00464MN,FB00266MN,Salvacion Parallel Br.,0
FS20326MN,FB00391MN,Rosinda Br. 2,0
FS20326MN,FB51043MN,Rosinda Br. 2,0
FS20326MN,FB51042MN,Rosinda Br. 1,0
S00464MN,FB00267MN,Pulang Lupa Parallel Br.,0
FS20325MN,FB20328MN,Bridge 2,0
S00471MN,FB00608MN,Sta. Josefa Br. (Parallel),0
FS20325MN,FB20325MN,Bridge 1,0
FS20325MN,FB57048MN,Br. 1_2023,0
FS20325MN,FB00084MN,Candy Br.2,0
FS20325MN,FB00083MN,Candy Br.1,0
FS50010MN,FB51049MN,Angeles Br. 6,0
FS50010MN,FB51047MN,Angeles Br. 4,0
FS50010MN,FB51044MN,Angeles Br. 1,0
FS50010MN,FB51046MN,Angeles Br. 3,0
FS50010MN,FB51048MN,Angeles Br. 5,0
FS50010MN,FB51045MN,Angeles Br. 2,0
FS15206MN,FB15238MN,Bridge 1,0
FS15206MN,FB15239MN,Bridge 2,0
FS15206MN,FB22239MN,Bridge 3,0
FS36405MN,FB54609MN,Justin Br.,0
FS00183MN,FB00090MN,Elnerjhun Br.1,0
FS00183MN,FB00091MN,Elnerjhun Br.2,0
FS20327MN,FB22327MN,Bridge 1,0
FS20327MN,FB20327MN,Bridge 1,0
FS20327MN,FB54305MN,Sta. Ana Br.,0
FS50008MN,FB00400MN,Br. 9,0
FS50008MN,FB00396MN,Br. 5,0
FS50008MN,FB00398MN,Br. 7,0
FS50008MN,FB00392MN,Br. 1,0
FS50008MN,FB00393MN,Br. 2,0
FS50008MN,FB00395MN,Br. 4,0
FS50008MN,FB00399MN,Br. 8,0
FS50008MN,FB00394MN,Br. 3,0
FS50008MN,FB00397MN,Br. 6,0
FS50008MN,FB00401MN,Br. 10,0
FS50008MN,FB00088MN,Rudymar Br.2,0
FS50008MN,FB00087MN,Rudymar Br.1,0
FS50008MN,FB00089MN,Rudymar Br.3,0
FS50008MN,FB51030MN,Balanghai Br.1,0
FS50008MN,FB51032MN,Balanghai Br.3,0
FS50008MN,FB51031MN,Balanghai Br.2,0
FS50008MN,FB51033MN,Balanghai Br. 4,0
FS50008MN,FB51035MN,Balanghai Br. 6,0
FS50008MN,FB51036MN,Balanghai Br. 7,0
FS50008MN,FB51034MN,Balanghai Br. 5,0
FS32425MN,FB32425MN,Br. 1,0
FS32425MN,FB32430MN,Br. 6,0
FS32425MN,FB32426MN,Br. 2,0
FS32425MN,FB32429MN,Br. 5,0
FS32425MN,FB32431MN,Br. 7,0
FS32425MN,FB32428MN,Br. 4,0
FS32425MN,FB32427MN,Br. 3,0
FS32425MN,FB32432MN,Br. 8,0
FS15131MN,FB57070MN,Br. 1_2023,0
FS15131MN,FB00143MN,Tago-La Paz Br.,0
FS33309MN,FB21105MN,Bridge 1,0
FS33309MN,FB53104MN,Grace Br.,0
FS33309MN,FB53103MN,Borja Br.,0
S00313MN,FB00269MN,Benoni Parallel Br.,0
S00313MN,FB00273MN,Bon-ot Parallel Br.,0
S00313MN,FB00612MN,Adlay Br. (Parallel),0
S00313MN,FB00268MN,Carac-an Parallel Br.,0
S00313MN,FB00271MN,Abacahan Parallel Br.,0
S00313MN,FB00272MN,Daniog Parallel Br. 1,0
S00313MN,FB00274MN,Kaayongan Parallel Br.,0
S00313MN,FB00270MN,Tago-gamut Parallel Br.,0
FS20330MN,FB20330MN,Bridge 1,0
FS20330MN,FB22330MN,Bridge 1,0
FS20332MN,FB00100MN,Bridge 1,0
FS20332MN,FB57044MN,Br. 1_2023,0
FS20494MN,FB54100MN,Br. 1,0
FS20494MN,FB54101MN,Br. 2,0
FS20494MN,FB54103MN,Br. 4,0
FS20494MN,FB54102MN,Br. 3,0
FS35401MN,FB53102MN,Joy Br.,0
FS20494MN,FB53101MN,Maitom Br.,0
FS15130MN,FB12830MN,Bridge 1,0
FS15130MN,FB92799MN,QUEZON BRIDGE,0
FS15212MN,FB15212MN,Bridge 1,0
FS15212MN,FB15213MN,Bridge 2,0
FS97844MN,FB30011MN,Bridge 1,0
FS97844MN,FB14025MN,Bridge 1,0
FS97844MN,FB40055MN,Bridge 1,0
FS97844MN,FB97844MN,Bridge 1,0
FS97844MN,FB97744MN,Bridge 1,0
FS02806MN,FB00388MN,Pili Br.,0
FS35400MN,FB53100MN,Bridge 1,0
FS02806MN,FB00095MN,Agata Br.,0
FS02806MN,FB00097MN,Maybog Br.,0
FS02806MN,FB00094MN,Jubgan Br.,0
FS02806MN,FB00096MN,Masgad Br.,0
FS02806MN,FB00172MN,Anao-aon Br.,0
FS02806MN,FB00099MN,Canticoy Br.,0
FS02806MN,FB00098MN,Dumaling Br.,0
FS02806MN,FB00093MN,Karihatag Br.,0
FS02806MN,FB00263MN,Dinalingan Br.,0
FS02806MN,FB95002MN,Linonganan Br.,0
FS02806MN,FB00264MN,Karihatag Br. 2,0
S00358MN,FB54880MN,Pananay-an Br.,0
FS02806MN,FB00092MN,Tamolayag-Karihatag Br.2,0
FS00210MN,FB00167MN,Hayanggabon-Socorro Br.,0
FS02806MN,FB00389MN,Tamolayag-Karihatag Br. 1,0
S00339MN,FB30035MN,Magtiaco Br.,0
S00358MN,FB00341MN,Kinalablaban Parallel Br.,0
FS36303MN,FB00381MN,Long Bridge 1,0
FS36303MN,FB00386MN,Long Bridge 2,0
FS36303MN,FB00382MN,Short Bridge 1,0
FS36303MN,FB00387MN,Short Bridge 2,0
FS36303MN,FB00383MN,Coastal Viaduct 3,0
FS36303MN,FB00379MN,Coastal Viaduct 1,0
FS36303MN,FB00380MN,Coastal Viaduct 2,0
FS36303MN,FB00385MN,Coastal Viaduct 5,0
FS36303MN,FB00384MN,Coastal Viaduct 4,0
FS36304MN,FB00390MN,Hayanggabon-Socorro Br.,0
FS02807MN,FB02807MN,Bridge 1,0
FS02807MN,FB12808MN,Bridge 3,0
FS02807MN,FB12809MN,Bridge 3,0
FS02807MN,FB02877MN,Bridge 4,0
FS02807MN,FB22807MN,Bridge 2,0
FS02807MN,FB12807MN,Bridge 1,0
FS33342MN,FB33342MN,Bridge 1,0
FS33342MN,FB33343MN,Bridge 2,0
FS02807MN,FB57062MN,Br. 1_2023,0
FS33342MN,FB00170MN,Pilar Br. 1,0
FS33342MN,FB00171MN,Pilar Br. 2,0
FS02807MN,FB52202MN,Cansayong Br.,0
FS02807MN,FB52201MN,Linonganan Br.,0
FS36404MN,FB54604MN,Pili Br.,0
FS00204MN,FB00166MN,Pacifico Br.,0
FS36404MN,FB54603MN,Can-aga Br.,0
FS36404MN,FB54602MN,Tamolayag-Karihatag Br. 1,0
FS35201SG,FB52801SG,Himamaug Br.,0
FS50007MN,FB51019MN,Abanay Br.,0
FS50007MN,FB51024MN,Sering Br.,0
FS50007MN,FB51020MN,Bancuyo Br.,0
FS50007MN,FB51018MN,Cambas-ac Br.,0
FS50007MN,FB51021MN,San Miguel Br.,0
FS50007MN,FB51023MN,San Carlos Br.,0
FS50007MN,FB51022MN,Consolacion Br.,0
S01604MN,FB00307MN,Maypangi Br.,0
S01604MN,FB00308MN,Burokot Br. II,0
S01604MN,FB22001MN,Kili Kili Br. I,0
S01606MN,FB00304MN,Tuba Br.,0
S01606MN,FB69528MN,Tuba Br.,0
S01606MN,FB00305MN,Bu-ot Br.,0
FS01115MN,FB01121MN,Guimba Br.,0
S01606MN,FB00300MN,Balatin Br.,0
FS01115MN,FB01119MN,Rorogagus Br.,0
S01606MN,FB00301MN,Kilikili Br. 2,0
S01606MN,FB00306MN,Kilikili Br. 1,0
FS01115MN,FB01120MN,Cabasaran-Banco Br.,0
FS01115MN,FB01122MN,Kormatan-Matampay Br.,0
S01752MN,FB00292MN,Simuay Br.,0
S01752MN,FB00294MN,Sarakan Br.,0
S01752MN,FB85004MN,Marantao Br.,0
S01752MN,FB85103MN,Marantao Br.,0
S01752MN,FB00293MN,Langkong Br.,0
S01751MN,FB00282MN,Kabutulin Br.,0
S01751MN,FB00281MN,Burungutan Br.,0
S01752MN,FB00291MN,Macaguiling Br.,0
S01752MN,FB32525MN,New Marantao Br.,0
S01752MN,FB00295MN,Bayanga Norte Br.,0
S01751MN,FB00283MN,Poblacion Upi Br.,0
S01758MN,FB00287MN,MSU Br.,0
S01752MN,FB00296MN,Project Campo Uno Br.,0
S01758MN,FB00288MN,Dalican Br.,0
S01758MN,FB00289MN,Kurintem Br.,0
S01754MN,FB00280MN,Broce Br,0
S01758MN,FB00290MN,Pigcalagan Br.,0
S01754MN,FB00285MN,Mompong Br.,0
FS55890MN,FB55891MN,Bridge No. 2 (Creek 2),0
FS55890MN,FB55890MN,Bridge No. 1 (Creek 1),0
S01754MN,FB00284MN,Dimapatoy Br.,0
S01758MN,FB00286MN,Taviran Kabuntalan Br.,0
FS55890MN,FB55892MN,Bridge No. 3 (Nituan River),0
S01753MN,FB00297MN,Panatan Br.,0
FS55890MN,FB55893MN,Bridge No. 4 (Tubaran River),0
S00006SL,FB00009SL,Maglibak Br.,0
S00005SL,FB00006SL,Likup Br.,0
S00005SL,FB00008SL,Legian Br.,0
S00005SL,FB00005SL,Canaway Br.2,0
S00005SL,FB00007SL,Sapah Malaum Br.,0
S00008TW,FB00008TW,Tonggusong Br.,0
FS15073MN,FB15073MN,Nalil - Sikkiat Br.,0
FS15000MN,FB15000MN,Malassa-Lupa Pula Br.,0
FS01007MN,FB00553MN,Tongsinah-Paniongan Br.,0
FS01019LZ,FB01019LZ,Osmeña Flyover,0
FS03398LZ,FB18595LZ,Bridge 1,0
FS00003LZ,FB00001LZ,Multi-National / C-5 Intersection Underpass,0
FS03399LZ,FB18596LZ,Bridge 1,0
FS15213LZ,FB18599LZ,Bridge 1,0
FS15213LZ,FB15213LZ,Bridge 1,0
FS97613LZ,FB97613LZ,"Bonifacio Global City to Ortigas Center Link Road Project, Phase I, IIA, IIB",0
FS60701LZ,FB60701LZ,Bridge 1,0
FS30000LZ,FB30001LZ,Bridge 1,0
FS30002LZ,FB30002LZ,Bridge 1,0
FS30001LZ,FB30001LZ,Bridge 1,0
FS30001LZ,FB60705LZ,Bridge 1,0
FS32347LZ,FB32354LZ,Br. 1,0
FS15016LZ,FB18816LZ,Bridge 1,0
FS15016LZ,FB20251LZ,Bridge 1,0
FS15016LZ,FB60006LZ,Bridge 1,0
S00592LZ,FB60722LZ,Zone 7 Br.,0
S00584LZ,FB60720LZ,Pantoc Br.,0
S00584LZ,FB60721LZ,Zone 5 Br.,0
S00665LZ,FB60135LZ,Ampalioc Br.,0
S00584LZ,FB00584LZ,Garreta Br.,0
S00588LZ,FB60723LZ,Zone 1 Br.,0
FS03801LZ,FB05704LZ,Otip Bridge,0
FS03801LZ,FB18045LZ,Damalin Br.,0
FS20400LZ,FB20400LZ,Damalin Br.,0
FS20401LZ,FB20401LZ,Bridge 1,0
FS20401LZ,FB33003LZ,Bridge 1,0
FS03801LZ,FB05703LZ,Mansaong Bridge,0
FS20023LZ,FB20023LZ,Nangcamotian Br.,0
S00240LZ,FB00667LZ,Naguilian Parallel Br.,0
FS44408LZ,FB08719LZ,Bridge 1,0
FS44408LZ,FB44408LZ,Bridge 1,0
FS20020LZ,FB20020LZ,Bridge 1,0
FS20020LZ,FB23010LZ,Bridge 1,0
FS20020LZ,FB22020LZ,Bridge 1,0
FS20020LZ,FB57084LZ,Br. 1_2023,0
FS20020LZ,FB57085LZ,Br. 1_2023,0
FS20020LZ,FB57086LZ,Br. 1_2023,0
FS20020LZ,FB57087LZ,Br. 1_2023,0
FS20020LZ,FB57088LZ,Br. 1_2023,0
FS20020LZ,FB57089LZ,Br. 1_2023,0
FS44425LZ,FB44425LZ,Naguilian-Bagulin-Kapangan Br,0
FS50914LZ,FB50915LZ,Bridge 1,0
S01947LZ,FB40001LZ,San Teodoro Br.,0
S05009LZ,FB40009LZ,Simlong Br.,0
S05009LZ,FB60000LZ,Pagkilatan Br.,0
FS74152LZ,FB50916LZ,Punas Br.,0
S05009LZ,FB50908LZ,Pulot Aplaya Br. 2,0
FS15036LZ,FB15533LZ,Bridge 1,0
FS15036LZ,FB50921LZ,Bridge 6,0
FS15036LZ,FB60070LZ,Bridge 4,0
FS15036LZ,FB50920LZ,Bridge 5,0
FS15036LZ,FB50698LZ,Bridge 1,0
FS15036LZ,FB50922LZ,Bridge 7,0
FS15036LZ,FB60590LZ,Bridge 2,0
FS15036LZ,FB50703LZ,Bridge 1,0
FS15036LZ,FB60589LZ,Bridge 1,0
FS15036LZ,FB50919LZ,Bridge 3,0
FS15033LZ,FB57061LZ,Br. 1_2023,0
FS15033LZ,FB57059LZ,Br. 1_2023,0
FS15033LZ,FB57060LZ,Br. 1_2023,0
